timestamp,account,pnl
08:56:22,CS9-GAB2,0.00
09:01:24,CS9-GAB2,0.00
09:06:25,CS9-GAB2,0.00
09:11:27,CS9-GAB2,0.00
09:16:29,CS9-GAB2,0.00
09:21:30,CS9-GAB2,0.00
09:26:31,CS9-GAB2,0.00
09:31:33,CS9-GAB2,0.00
09:36:34,CS9-GAB2,0.47
09:41:35,CS9-GAB2,5.26
09:46:37,CS9-GAB2,7.77
09:51:38,CS9-GAB2,10.31
09:56:39,CS9-GAB2,11.92
10:01:47,CS9-GAB2,15.57
10:06:48,CS9-GAB2,17.78
10:11:50,CS9-GAB2,24.26
10:16:51,CS9-GAB2,27.26
10:21:53,CS9-GAB2,30.51
10:26:55,CS9-GAB2,35.06
10:31:57,CS9-GAB2,34.64
10:37:05,CS9-GAB2,36.52
10:42:06,CS9-GAB2,41.47
10:47:08,CS9-GAB2,44.75
10:52:10,CS9-GAB2,47.56
10:57:12,CS9-GAB2,51.28
11:02:14,CS9-GAB2,54.82
11:07:16,CS9-GAB2,60.37
11:12:26,CS9-GAB2,62.60
11:17:28,CS9-GAB2,65.62
11:22:31,CS9-GAB2,69.53
11:27:33,CS9-GAB2,74.38
11:32:35,CS9-GAB2,80.26
11:37:37,CS9-GAB2,84.59
11:42:38,CS9-GAB2,88.16
11:47:47,CS9-GAB2,90.43
11:52:48,CS9-GAB2,91.46
11:57:50,CS9-GAB2,93.19
12:02:51,CS9-GAB2,93.66
12:07:53,CS9-GAB2,98.19
12:12:55,CS9-GAB2,102.30
12:18:05,CS9-GAB2,107.48
12:23:07,CS9-GAB2,107.99
12:28:09,CS9-GAB2,109.09
12:33:13,CS9-GAB2,113.87
12:38:16,CS9-GAB2,116.12
12:43:19,CS9-GAB2,120.72
12:48:23,CS9-GAB2,121.95
12:53:25,CS9-GAB2,125.59
12:58:28,CS9-GAB2,127.58
13:03:31,CS9-GAB2,129.76
13:08:34,CS9-GAB2,131.31
13:13:37,CS9-GAB2,134.97
13:18:40,CS9-GAB2,136.90
13:23:43,CS9-GAB2,139.96
13:28:46,CS9-GAB2,142.22
13:33:51,CS9-GAB2,146.69
13:38:54,CS9-GAB2,147.81
13:43:57,CS9-GAB2,149.31
13:49:00,CS9-GAB2,150.69
13:54:02,CS9-GAB2,152.48
13:59:06,CS9-GAB2,155.18
14:04:09,CS9-GAB2,156.57
14:09:13,CS9-GAB2,158.26
14:14:17,CS9-GAB2,159.82
14:19:20,CS9-GAB2,162.10
14:24:23,CS9-GAB2,164.17
14:29:27,CS9-GAB2,166.43
14:34:31,CS9-GAB2,168.27
14:39:34,CS9-GAB2,169.63
14:44:37,CS9-GAB2,170.66
